S#,SNAME,SEX,BDATE,HEIGHT,DORM
02200996,欧阳建军,女,2002-09-18,1.77,西2舍225
02000998,汪璐,男,2003-10-02,1.63,东2舍225
02201000,赵桂珍,女,2002-10-17,1.64,西3舍226
02001002,严霞,男,2002-03-29,1.87,东3舍226
02201004,莫桂芳,女,2002-11-04,1.65,西3舍226
02001006,傅建华,男,2003-07-08,1.83,东3舍226
02201008,万畅,女,2001-07-10,1.77,西3舍227
02001010,陈荣,男,2003-10-25,1.83,东3舍227
02201012,任建平,女,2001-10-10,1.68,西3舍227
02001014,吴小红,男,2003-11-15,1.89,东3舍227
02201016,齐婷,女,2002-06-20,1.66,西3舍228
02001018,张小红,男,2002-12-25,1.76,东3舍228
02201020,张玉兰,女,2002-11-11,1.75,西3舍228
02001022,曹莉,男,2003-09-07,1.82,东3舍228
02201024,沈丽,女,2002-05-05,1.73,西3舍229
02001026,常玲,男,2002-11-14,1.73,东3舍229
02201028,芦健,女,2002-03-19,1.54,西3舍229
02001030,李帆,男,2001-11-17,1.62,东3舍229
02201032,张红霞,女,2002-01-03,1.56,西3舍230
02001034,苏瑞,男,2001-12-27,1.64,东3舍230
02201036,孙红霞,女,2003-10-14,1.66,西3舍230
02001038,沈慧,男,2002-03-12,1.69,东3舍230
02201040,费旭,女,2001-07-09,1.61,西3舍231
02001042,杨艳,男,2001-01-06,1.90,东3舍231
02201044,廖磊,女,2002-08-07,1.55,西3舍231
02001046,赵丽娟,男,2002-12-13,1.73,东3舍231
02201048,陆红梅,女,2001-09-03,1.56,西3舍232
02001050,万洋,男,2003-11-21,1.62,东3舍232
02201052,丁秀云,女,2003-12-06,1.74,西3舍232
02001054,吴瑜,男,2001-03-19,1.81,东3舍232
02201056,黄林,女,2003-05-09,1.61,西3舍233
02001058,李梅,男,2001-11-23,1.67,东3舍233
02201060,田荣,女,2002-05-03,1.68,西3舍233
02001062,石瑜,男,2003-06-09,1.77,东3舍233
02201064,计斌,女,2002-08-15,1.65,西3舍234
02001066,党雪梅,男,2001-02-01,1.80,东3舍234
02201068,栗莹,女,2002-04-24,1.71,西3舍234
02001070,李桂珍,男,2001-01-22,1.78,东3舍234
02201072,王建军,女,2003-08-13,1.61,西3舍235
02001074,邹兵,男,2002-12-29,1.72,东3舍235
02201076,杨柳,女,2003-01-08,1.50,西3舍235
02001078,牛飞,男,2002-07-30,1.81,东3舍235
02201080,陶建国,女,2001-02-11,1.79,西3舍236
02001082,张秀华,男,2003-12-17,1.67,东3舍236
02201084,邱洋,女,2002-11-05,1.79,西3舍236
02001086,陈文,男,2003-09-09,1.64,东3舍236
02201088,任淑珍,女,2001-07-17,1.55,西3舍237
02001090,敬金凤,男,2002-01-30,1.75,东3舍237
02201092,李春梅,女,2003-02-23,1.58,西3舍237
02001094,李春梅,男,2001-01-17,1.82,东3舍237
02201096,余建平,女,2001-10-29,1.72,西3舍238
02001098,吴桂芳,男,2003-06-29,1.72,东3舍238
02201100,许桂珍,女,2001-09-12,1.66,西3舍238
02001102,丁桂珍,男,2001-08-27,1.62,东3舍238
02201104,郝杰,女,2003-02-19,1.66,西3舍239
02001106,刘峰,男,2002-10-20,1.90,东3舍239
02201108,姜帆,女,2003-10-07,1.77,西3舍239
02001110,唐洋,男,2003-08-01,1.89,东3舍239
02201112,朱淑珍,女,2003-06-29,1.63,西3舍240
02001114,孙婷婷,男,2003-06-17,1.64,东3舍240
02201116,伍燕,女,2002-11-17,1.76,西3舍240
02001118,张金凤,男,2001-11-27,1.73,东3舍240
02201120,尚志强,女,2003-08-14,1.73,西3舍241
02001122,周想,男,2002-08-20,1.66,东3舍241
02201124,陈成,女,2003-02-20,1.54,西3舍241
02001126,周佳,男,2002-08-18,1.82,东3舍241
02201128,王建国,女,2003-10-10,1.60,西3舍242
02001130,陈璐,男,2002-10-01,1.64,东3舍242
02201132,钟帆,女,2001-01-22,1.69,西3舍242
02001134,吕娜,男,2001-02-06,1.69,东3舍242
02201136,周峰,女,2001-05-24,1.68,西3舍243
02001138,苏凤兰,男,2002-02-26,1.82,东3舍243
02201140,鄢桂英,女,2002-01-05,1.54,西3舍243
02001142,张辉,男,2001-08-21,1.65,东3舍243
02201144,丰丽娟,女,2003-10-26,1.64,西3舍244
02001146,张秀珍,男,2001-02-23,1.68,东3舍244
02201148,李秀珍,女,2001-09-17,1.73,西3舍244
02001150,李欣,男,2002-11-02,1.67,东3舍244
02201152,丁建华,女,2003-12-04,1.57,西3舍245
02001154,沈霞,男,2003-05-31,1.81,东3舍245
02201156,王淑珍,女,2001-02-08,1.68,西3舍245
02001158,张丽华,男,2003-10-01,1.90,东3舍245
02201160,武静,女,2002-12-04,1.63,西3舍246
02001162,郭洁,男,2002-01-28,1.76,东3舍246
02201164,胡宇,女,2001-05-15,1.77,西3舍246
02001166,李玉兰,男,2001-01-23,1.90,东3舍246
02201168,周玲,女,2001-06-01,1.69,西3舍247
02001170,吕淑珍,男,2002-11-06,1.85,东3舍247
02201172,高强,女,2003-05-04,1.59,西3舍247
02001174,栗淑华,男,2002-03-28,1.77,东3舍247
02201176,张阳,女,2002-10-19,1.50,西3舍248
02001178,罗倩,男,2001-12-20,1.72,东3舍248
02201180,萧倩,女,2003-12-08,1.78,西3舍248
02001182,董建军,男,2001-08-17,1.62,东3舍248
02201184,马秀英,女,2002-12-23,1.72,西3舍249
02001186,杨成,男,2002-01-04,1.65,东3舍249
02201188,张颖,女,2002-05-12,1.51,西3舍249
02001190,杨建军,男,2003-04-30,1.67,东3舍249
02201192,刘桂荣,女,2003-09-26,1.65,西3舍250
02001194,李婷婷,男,2003-12-19,1.80,东3舍250
02201196,熊淑华,女,2003-06-25,1.71,西3舍250
02001198,陈建国,男,2001-03-09,1.85,东3舍250
02201200,张桂花,女,2001-02-24,1.52,西3舍251
02001202,蒋秀兰,男,2002-04-03,1.74,东3舍251
02201204,李龙,女,2002-10-11,1.56,西3舍251
02001206,罗梅,男,2003-09-26,1.67,东3舍251
02201208,胡小红,女,2002-02-26,1.66,西3舍252
02001210,吴秀荣,男,2003-01-08,1.75,东3舍252
02201212,韦静,女,2003-10-26,1.67,西3舍252
02001214,张秀华,男,2003-10-18,1.81,东3舍252
02201216,严玉华,女,2003-10-09,1.60,西3舍253
02001218,邓小红,男,2002-05-18,1.90,东3舍253
02201220,杨丹,女,2001-10-20,1.71,西3舍253
02001222,万波,男,2001-03-29,1.68,东3舍253
02201224,杨红,女,2002-10-24,1.65,西3舍254
02001226,王玲,男,2003-11-21,1.74,东3舍254
02201228,郭东,女,2002-12-10,1.63,西3舍254
02001230,楚秀华,男,2001-12-07,1.66,东3舍254
02201232,刘红霞,女,2003-03-21,1.59,西3舍255
02001234,陈凯,男,2003-11-25,1.74,东3舍255
02201236,钟娟,女,2001-05-19,1.61,西3舍255
02001238,陶杨,男,2003-08-27,1.64,东3舍255
02201240,孟飞,女,2002-11-20,1.70,西3舍256
02001242,吴兰英,男,2003-02-20,1.67,东3舍256
02201244,安旭,女,2003-10-16,1.72,西3舍256
02001246,郭欢,男,2003-11-01,1.67,东3舍256
02201248,林海燕,女,2002-03-30,1.51,西3舍257
02001250,高坤,男,2001-03-31,1.84,东3舍257
02201252,朱丹丹,女,2003-07-25,1.74,西3舍257
02001254,聂红,男,2003-01-14,1.76,东3舍257
02201256,刘雷,女,2001-10-18,1.61,西3舍258
02001258,汪勇,男,2001-08-19,1.68,东3舍258
02201260,伍红霞,女,2003-12-26,1.59,西3舍258
02001262,都玉珍,男,2001-09-15,1.71,东3舍258
02201264,王建,女,2001-03-21,1.50,西3舍259
02001266,邱桂珍,男,2001-06-19,1.83,东3舍259
02201268,朱杰,女,2001-03-14,1.54,西3舍259
02001270,汪强,男,2002-12-24,1.88,东3舍259
02201272,冯兵,女,2002-10-16,1.55,西3舍260
02001274,佟桂芳,男,2003-09-05,1.71,东3舍260
02201276,周红,女,2001-11-11,1.64,西3舍260
02001278,周浩,男,2002-12-05,1.73,东3舍260
02201280,张洋,女,2002-10-31,1.71,西3舍261
02001282,黄成,男,2001-06-29,1.84,东3舍261
02201284,张玉兰,女,2002-07-30,1.59,西3舍261
02001286,黄洋,男,2001-03-09,1.85,东3舍261
02201288,许海燕,女,2001-11-15,1.75,西3舍262
02001290,杜桂珍,男,2001-01-02,1.83,东3舍262
02201292,王辉,女,2001-07-05,1.60,西3舍262
02001294,莫林,男,2002-03-08,1.77,东3舍262
02201296,姜帅,女,2001-01-11,1.61,西3舍263
02001298,钟洁,男,2001-10-11,1.70,东3舍263
02201300,周瑜,女,2003-10-24,1.80,西3舍263
02001302,尚利,男,2003-09-03,1.64,东3舍263
02201304,周璐,女,2003-04-14,1.71,西3舍264
02001306,黄桂花,男,2003-06-28,1.80,东3舍264
02201308,侯凤兰,女,2002-06-03,1.67,西3舍264
02001310,范彬,男,2003-02-24,1.64,东3舍264
02201312,刘想,女,2002-03-11,1.53,西3舍265
02001314,梁成,男,2003-07-03,1.78,东3舍265
02201316,周文,女,2002-03-27,1.79,西3舍265
02001318,李冬梅,男,2001-12-24,1.61,东3舍265
02201320,卢英,女,2002-05-08,1.80,西3舍266
02001322,杨晶,男,2001-11-25,1.83,东3舍266
02201324,方雷,女,2003-08-06,1.78,西3舍266
02001326,王林,男,2002-07-04,1.81,东3舍266
02201328,向东,女,2003-06-17,1.71,西3舍267
02001330,杜志强,男,2002-07-26,1.60,东3舍267
02201332,王婷婷,女,2001-03-22,1.52,西3舍267
02001334,黄玉兰,男,2002-04-07,1.72,东3舍267
02201336,车婷婷,女,2002-02-23,1.64,西3舍268
02001338,王佳,男,2003-07-18,1.84,东3舍268
02201340,杨萍,女,2003-06-10,1.55,西3舍268
02001342,陈峰,男,2001-06-23,1.84,东3舍268
02201344,董峰,女,2002-09-13,1.67,西3舍269
02001346,傅敏,男,2001-10-26,1.85,东3舍269
02201348,李晨,女,2001-06-24,1.50,西3舍269
02001350,柳畅,男,2003-06-13,1.69,东3舍269
02201352,黄瑜,女,2002-01-10,1.66,西3舍270
02001354,刘雪,男,2002-07-25,1.74,东3舍270
02201356,燕云,女,2003-12-14,1.70,西3舍270
02001358,王桂香,男,2003-05-08,1.69,东3舍270
02201360,徐亮,女,2003-11-08,1.74,西3舍271
02001362,郑璐,男,2003-12-02,1.85,东3舍271
02201364,杨丽娟,女,2002-06-23,1.71,西3舍271
02001366,刘楠,男,2003-01-04,1.77,东3舍271
02201368,余桂花,女,2002-01-02,1.55,西3舍272
02001370,乔秀荣,男,2003-10-10,1.90,东3舍272
02201372,兰淑兰,女,2003-03-07,1.74,西3舍272
02001374,刘东,男,2001-04-16,1.87,东3舍272
02201376,王静,女,2001-09-03,1.50,西3舍273
02001378,李云,男,2002-07-31,1.78,东3舍273
02201380,王秀珍,女,2001-01-16,1.76,西3舍273
02001382,焦宁,男,2003-06-07,1.72,东3舍273
02201384,林玉珍,女,2001-01-09,1.78,西3舍274
02001386,汪秀英,男,2003-04-24,1.90,东3舍274
02201388,罗旭,女,2003-10-17,1.68,西3舍274
02001390,卢健,男,2002-08-16,1.70,东3舍274
02201392,何涛,女,2001-01-12,1.68,西3舍275
02001394,聂超,男,2002-08-27,1.63,东3舍275
02201396,何畅,女,2002-09-24,1.71,西3舍275
02001398,欧飞,男,2001-08-20,1.85,东3舍275
02201400,邱柳,女,2001-10-28,1.61,西3舍276
02001402,金旭,男,2001-10-08,1.88,东3舍276
02201404,王鹏,女,2003-08-05,1.51,西3舍276
02001406,杨林,男,2001-05-16,1.67,东3舍276
02201408,刘丹丹,女,2003-01-23,1.60,西3舍277
02001410,田莉,男,2002-02-26,1.85,东3舍277
02201412,曾秀芳,女,2002-05-14,1.65,西3舍277
02001414,张秀英,男,2003-01-03,1.61,东3舍277
02201416,惠平,女,2003-01-15,1.59,西3舍278
02001418,袁凤兰,男,2002-02-27,1.64,东3舍278
02201420,周凤英,女,2002-11-16,1.79,西3舍278
02001422,李桂芝,男,2003-03-11,1.83,东3舍278
02201424,王玉华,女,2003-08-13,1.51,西3舍279
02001426,郑健,男,2003-08-20,1.68,东3舍279
02201428,林娜,女,2001-08-23,1.71,西3舍279
02001430,谢玲,男,2003-04-16,1.64,东3舍279
02201432,王建军,女,2001-10-27,1.71,西3舍280
02001434,张琳,男,2001-02-05,1.87,东3舍280
02201436,钟洁,女,2003-10-12,1.53,西3舍280
02001438,张秀华,男,2001-04-27,1.88,东3舍280
02201440,赵鹏,女,2001-09-18,1.67,西3舍281
02001442,王璐,男,2001-11-24,1.77,东3舍281
02201444,张敏,女,2001-10-25,1.50,西3舍281
02001446,刘佳,男,2002-05-01,1.73,东3舍281
02201448,张楠,女,2001-01-05,1.75,西3舍282
02001450,郭春梅,男,2003-10-15,1.79,东3舍282
02201452,敖淑珍,女,2002-10-15,1.78,西3舍282
02001454,杜旭,男,2001-07-30,1.72,东3舍282
02201456,贺鑫,女,2003-01-29,1.78,西3舍283
02001458,尤旭,男,2002-06-23,1.90,东3舍283
02201460,郭宇,女,2001-01-27,1.70,西3舍283
02001462,张桂珍,男,2001-11-19,1.63,东3舍283
02201464,张红梅,女,2001-01-18,1.56,西3舍284
02001466,何霞,男,2001-06-10,1.82,东3舍284
02201468,罗明,女,2001-09-18,1.62,西3舍284
02001470,戴璐,男,2001-07-23,1.66,东3舍284
02201472,许桂香,女,2003-08-11,1.71,西3舍285
02001474,张晶,男,2002-03-13,1.90,东3舍285
02201476,李坤,女,2003-05-09,1.77,西3舍285
02001478,池利,男,2003-01-30,1.90,东3舍285
02201480,伍楠,女,2002-08-02,1.62,西3舍286
02001482,吕军,男,2002-03-21,1.65,东3舍286
02201484,陈桂珍,女,2003-02-14,1.54,西3舍286
02001486,甘燕,男,2003-09-11,1.79,东3舍286
02201488,张冬梅,女,2003-10-27,1.63,西3舍287
02001490,方秀梅,男,2001-10-17,1.75,东3舍287
02201492,戴丹丹,女,2002-01-11,1.72,西3舍287
02001494,傅艳,男,2002-08-30,1.78,东3舍287
02201496,黄平,女,2001-08-28,1.75,西3舍288
02001498,刘梅,男,2001-02-23,1.75,东3舍288
02201500,颜洋,女,2001-03-06,1.80,西3舍288
02001502,刘兵,男,2002-01-27,1.83,东3舍288
02201504,李颖,女,2001-01-29,1.66,西3舍289
02001506,姜雪,男,2001-06-28,1.61,东3舍289
02201508,柴桂香,女,2003-01-11,1.72,西3舍289
02001510,孙平,男,2002-07-04,1.77,东3舍289
02201512,刘桂英,女,2002-04-13,1.53,西3舍290
02001514,邓金凤,男,2002-01-11,1.88,东3舍290
02201516,尹畅,女,2003-03-20,1.74,西3舍290
02001518,史秀梅,男,2003-03-01,1.75,东3舍290
02201520,李兵,女,2002-12-08,1.72,西3舍291
02001522,赵倩,男,2003-05-16,1.89,东3舍291
02201524,张建国,女,2002-09-22,1.66,西3舍291
02001526,李波,男,2001-02-26,1.63,东3舍291
02201528,钟娜,女,2001-11-20,1.60,西3舍292
02001530,刘凤兰,男,2001-06-27,1.84,东3舍292
02201532,王秀芳,女,2002-10-22,1.52,西3舍292
02001534,刘丹丹,男,2002-04-10,1.66,东3舍292
02201536,廖璐,女,2001-12-27,1.50,西3舍293
02001538,王莉,男,2003-01-05,1.70,东3舍293
02201540,刘桂荣,女,2003-11-28,1.50,西3舍293
02001542,张凤英,男,2003-03-05,1.84,东3舍293
02201544,谢淑英,女,2003-11-05,1.67,西3舍294
02001546,刘敏,男,2001-11-20,1.83,东3舍294
02201548,杨欢,女,2001-09-15,1.67,西3舍294
02001550,兰俊,男,2001-12-03,1.65,东3舍294
02201552,彭瑜,女,2001-10-23,1.72,西3舍295
02001554,杨琴,男,2002-06-11,1.71,东3舍295
02201556,焦桂花,女,2003-05-26,1.76,西3舍295
02001558,林琴,男,2002-12-12,1.64,东3舍295
02201560,邓辉,女,2001-11-08,1.76,西3舍296
02001562,萧浩,男,2003-06-26,1.78,东3舍296
02201564,张红霞,女,2001-01-03,1.69,西3舍296
02001566,林斌,男,2002-02-22,1.86,东3舍296
02201568,祝丹丹,女,2001-12-01,1.66,西3舍297
02001570,都玉,男,2002-03-25,1.85,东3舍297
02201572,何坤,女,2003-05-18,1.65,西3舍297
02001574,林超,男,2002-06-20,1.73,东3舍297
02201576,王玉梅,女,2001-11-18,1.77,西3舍298
02001578,马雷,男,2002-04-26,1.88,东3舍298
02201580,赵辉,女,2001-05-31,1.65,西3舍298
02001582,沈冬梅,男,2001-01-24,1.81,东3舍298
02201584,唐艳,女,2002-03-20,1.72,西3舍299
02001586,梁丹,男,2001-10-13,1.71,东3舍299
02201588,李斌,女,2003-09-15,1.70,西3舍299
02001590,邵宁,男,2003-07-28,1.90,东3舍299
02201592,秦婷,女,2002-08-28,1.61,西3舍300
02001594,刘晶,男,2003-06-03,1.87,东3舍300
02201596,谢淑兰,女,2003-03-18,1.61,西3舍300
02001598,朱帅,男,2003-01-05,1.79,东3舍300
02201600,蒋涛,女,2001-06-03,1.64,西3舍301
02001602,黄云,男,2001-08-09,1.81,东3舍301
02201604,卢鑫,女,2002-12-03,1.59,西3舍301
02001606,张想,男,2001-12-01,1.82,东3舍301
02201608,李冬梅,女,2001-07-11,1.76,西3舍302
02001610,邓红,男,2003-08-03,1.87,东3舍302
02201612,秦柳,女,2001-02-26,1.66,西3舍302
02001614,蔡桂荣,男,2001-10-23,1.87,东3舍302
02201616,王玉珍,女,2001-04-19,1.50,西3舍303
02001618,赵秀珍,男,2003-01-08,1.76,东3舍303
02201620,陈冬梅,女,2001-01-18,1.51,西3舍303
02001622,张桂香,男,2002-08-07,1.86,东3舍303
02201624,陈静,女,2003-11-06,1.70,西3舍304
02001626,索玲,男,2003-03-18,1.76,东3舍304
02201628,陈秀兰,女,2002-01-22,1.66,西3舍304
02001630,何建国,男,2001-08-05,1.62,东3舍304
02201632,王建平,女,2002-12-27,1.77,西3舍305
02001634,鞠春梅,男,2002-05-02,1.67,东3舍305
02201636,陈淑珍,女,2001-05-15,1.63,西3舍305
02001638,郑红梅,男,2003-07-14,1.66,东3舍305
02201640,贺欢,女,2003-09-27,1.76,西3舍306
02001642,方秀珍,男,2002-04-26,1.90,东3舍306
02201644,袁秀芳,女,2003-03-13,1.77,西3舍306
02001646,宋波,男,2003-05-25,1.73,东3舍306
02201648,张云,女,2002-08-22,1.61,西3舍307
02001650,林桂芳,男,2003-05-14,1.74,东3舍307
02201652,彭旭,女,2001-11-25,1.59,西3舍307
02001654,洪军,男,2001-11-10,1.79,东3舍307
02201656,王桂英,女,2003-12-01,1.56,西3舍308
02001658,王桂芳,男,2002-11-25,1.68,东3舍308
02201660,袁红,女,2003-12-01,1.61,西3舍308
02001662,高娜,男,2002-09-22,1.87,东3舍308
02201664,王建,女,2002-12-23,1.55,西3舍309
02001666,蒋璐,男,2003-03-07,1.90,东3舍309
02201668,高静,女,2003-09-25,1.80,西3舍309
02001670,杜萍,男,2003-09-27,1.62,东3舍309
02201672,袁兵,女,2003-12-10,1.62,西3舍310
02001674,吴强,男,2001-09-03,1.61,东3舍310
02201676,高红,女,2001-07-06,1.62,西3舍310
02001678,李柳,男,2003-02-27,1.77,东3舍310
02201680,李红梅,女,2002-05-25,1.71,西3舍311
02001682,周荣,男,2003-03-04,1.80,东3舍311
02201684,邹军,女,2001-10-13,1.68,西3舍311
02001686,朱秀英,男,2002-06-20,1.60,东3舍311
02201688,傅辉,女,2002-10-14,1.79,西3舍312
02001690,王亮,男,2003-01-17,1.73,东3舍312
02201692,杨桂芝,女,2003-04-16,1.76,西3舍312
02001694,李秀云,男,2003-10-14,1.73,东3舍312
02201696,陈红,女,2002-03-22,1.58,西3舍313
02001698,江柳,男,2002-07-20,1.61,东3舍313
02201700,周斌,女,2001-04-16,1.68,西3舍313
02001702,王波,男,2003-10-25,1.86,东3舍313
02201704,严杰,女,2003-10-05,1.50,西3舍314
02001706,唐丽华,男,2001-02-24,1.61,东3舍314
02201708,冀桂荣,女,2001-11-15,1.69,西3舍314
02001710,万敏,男,2002-04-23,1.78,东3舍314
02201712,李红梅,女,2003-06-02,1.61,西3舍315
02001714,曾霞,男,2003-05-19,1.63,东3舍315
02201716,涂玉英,女,2003-08-18,1.77,西3舍315
02001718,刘桂花,男,2002-06-08,1.82,东3舍315
02201720,杨萍,女,2002-02-16,1.53,西3舍316
02001722,杨建华,男,2001-08-30,1.88,东3舍316
02201724,姜岩,女,2001-05-09,1.53,西3舍316
02001726,祝玲,男,2003-08-04,1.85,东3舍316
02201728,刘阳,女,2003-07-31,1.55,西3舍317
02001730,葛娟,男,2001-04-01,1.71,东3舍317
02201732,张斌,女,2001-01-30,1.65,西3舍317
02001734,南林,男,2001-01-17,1.86,东3舍317
02201736,黄娜,女,2003-12-25,1.54,西3舍318
02001738,张宇,男,2002-03-23,1.76,东3舍318
02201740,张磊,女,2001-11-23,1.79,西3舍318
02001742,宫涛,男,2003-07-22,1.73,东3舍318
02201744,邹桂芝,女,2001-01-07,1.71,西3舍319
02001746,许桂珍,男,2003-01-21,1.78,东3舍319
02201748,陈宇,女,2002-04-07,1.67,西3舍319
02001750,左建华,男,2003-08-16,1.69,东3舍319
02201752,廖洋,女,2002-12-23,1.65,西3舍320
02001754,杨雪梅,男,2001-06-30,1.86,东3舍320
02201756,安欣,女,2002-01-08,1.51,西3舍320
02001758,卢建平,男,2003-10-25,1.63,东3舍320
02201760,陈莉,女,2002-06-23,1.56,西3舍321
02001762,杨雪,男,2003-11-15,1.76,东3舍321
02201764,郭健,女,2003-12-08,1.72,西3舍321
02001766,施红霞,男,2003-03-16,1.82,东3舍321
02201768,蒋晨,女,2002-11-06,1.52,西3舍322
02001770,周秀云,男,2002-05-07,1.72,东3舍322
02201772,贾红霞,女,2002-01-16,1.68,西3舍322
02001774,王淑珍,男,2002-11-25,1.82,东3舍322
02201776,江利,女,2003-10-25,1.52,西3舍323
02001778,张玲,男,2001-11-29,1.66,东3舍323
02201780,许俊,女,2001-11-19,1.58,西3舍323
02001782,陈春梅,男,2002-09-14,1.80,东3舍323
02201784,牟华,女,2001-09-24,1.73,西3舍324
02001786,黄倩,男,2001-10-22,1.69,东3舍324
02201788,刘佳,女,2003-02-01,1.53,西3舍324
02001790,詹艳,男,2001-06-24,1.65,东3舍324
02201792,张凯,女,2003-01-03,1.69,西3舍325
02001794,孔帆,男,2001-03-19,1.90,东3舍325
02201796,赵东,女,2003-10-28,1.67,西3舍325
02001798,朱龙,男,2001-11-03,1.80,东3舍325
02201800,胡帅,女,2003-05-30,1.64,西3舍326
02001802,黄博,男,2003-12-08,1.66,东3舍326
02201804,陈洁,女,2002-11-04,1.55,西3舍326
02001806,李阳,男,2002-08-14,1.85,东3舍326
02201808,侯小红,女,2003-12-03,1.59,西3舍327
02001810,周萍,男,2001-05-16,1.65,东3舍327
02201812,王凤兰,女,2002-10-30,1.52,西3舍327
02001814,吕雪,男,2003-01-27,1.72,东3舍327
02201816,陈淑英,女,2003-07-19,1.60,西3舍328
02001818,马鹏,男,2003-10-23,1.81,东3舍328
02201820,黄凤兰,女,2002-08-20,1.51,西3舍328
02001822,范鑫,男,2003-05-26,1.88,东3舍328
02201824,张桂芳,女,2002-11-09,1.78,西3舍329
02001826,曾春梅,男,2003-07-25,1.83,东3舍329
02201828,范华,女,2002-12-26,1.50,西3舍329
02001830,孙倩,男,2003-12-03,1.74,东3舍329
